tconst	ordering	nconst	category	job	characters
tt0000890	2	nm0502701	actress	\N	["The Outlaw's Wife"]
tt0000890	3	nm0250676	actress	\N	["The Outlaw's Daughter, as a Child"]
tt0000890	4	nm0681933	actress	\N	["The Outlaw's Daughter, as an Adult"]
tt0000890	5	nm0000428	director	\N	\N
tt0000890	6	nm0005658	cinematographer	\N	\N
tt0000890	7	nm0555522	cinematographer	\N	\N
tt0000890	8	nm0910400	actor	\N	["The Mexican Lover"]
tt0000890	9	nm0424530	actor	\N	["J. Woodford, Marshal","Guardian"]
tt0000891	1	nm0727622	actor	\N	["Cyklist"]
tt0000891	2	nm0814379	actress	\N	["Heks"]
tt0000891	3	nm0488932	director	\N	\N
tt0000891	4	nm0333175	cinematographer	\N	\N
tt0000892	10	nm0277411	actress	\N	\N
tt0000892	1	nm0173994	actor	\N	["Mr. Jones"]
tt0000892	2	nm0492757	actress	\N	["Mrs. Jones"]
tt0000892	3	nm0038106	actress	\N	\N
tt0000892	4	nm0043018	actor	\N	["Biscuit Victim"]
tt0000892	5	nm0000428	director	\N	\N
tt0000892	6	nm0005658	cinematographer	\N	\N
tt0000892	7	nm0076202	actress	\N	\N
tt0000892	8	nm0102858	actress	\N	\N
tt0000892	9	nm0185803	actor	\N	\N
tt0000893	1	nm0176699	actor	\N	["Hal Benton"]
tt0000893	2	nm0311375	actor	\N	["Silver Water"]
tt0000893	3	nm0202590	actress	\N	["Veda Mead"]
tt0000893	4	nm0285961	actress	\N	["Morning Star"]
tt0000893	5	nm0160280	director	\N	\N
tt0000893	6	nm0265289	director	\N	\N
tt0000893	7	nm0395438	producer	producer	\N
tt0000893	8	nm0060238	actor	\N	["Mr. Mead - Veda's Father"]
tt0000893	9	nm0285947	actress	\N	["Morning Star's Mother"]
tt0000894	1	nm0104856	actor	\N	\N
tt0000894	2	nm2718103	actress	\N	\N
tt0000894	3	nm0488932	director	\N	\N
tt0000894	4	nm0333175	cinematographer	\N	\N
tt0000895	10	nm0366008	actor	\N	["Farmer"]
tt0000895	1	nm0601698	actor	\N	["Colonial Army Messenger"]
tt0000895	2	nm0038106	actress	\N	["Farmer"]
tt0000895	3	nm0115524	actress	\N	["Soldier's Family"]
tt0000895	4	nm0125164	actor	\N	["Farmer"]
tt0000895	5	nm0000428	director	\N	\N
tt0000895	6	nm0940488	writer	writer	\N
tt0000895	7	nm0005658	cinematographer	\N	\N
tt0000895	8	nm0555522	cinematographer	\N	\N
tt0000895	9	nm0163559	actor	\N	["Farmer"]
tt0000896	1	nm0813603	actor	\N	["Jack Windom"]
tt0000896	2	nm0502701	actress	\N	["The Woman"]
tt0000896	3	nm0424530	actor	\N	["Tom"]
tt0000896	4	nm0366008	actor	\N	["Messenger"]
tt0000896	5	nm0000428	director	\N	\N
tt0000896	6	nm0005658	cinematographer	\N	\N
tt0000896	7	nm0173994	actor	\N	["The Doctor"]
tt0000896	8	nm0311375	actor	\N	["The Second Lover"]
tt0000897	10	nm0502701	actress	\N	["Woman in store"]
tt0000897	1	nm0115524	actress	\N	["Mrs. Jack Allen"]
tt0000897	2	nm0288616	actor	\N	["Jack Allen"]
tt0000897	3	nm0601698	actor	\N	["Bob Allen (their son)"]
tt0000897	4	nm0366008	actor	\N	["One of the children on the street"]
tt0000897	5	nm0000428	director	\N	\N
tt0000897	6	nm0377958	writer	story	\N
tt0000897	7	nm0005658	cinematographer	\N	\N
tt0000897	8	nm0555522	cinematographer	\N	\N
tt0000897	9	nm0424530	actor	\N	["Man in store"]
tt0000898	10	nm0502701	actress	\N	["The Sister","At Wedding"]
tt0000898	1	nm0456804	actor	\N	["Luke"]
tt0000898	2	nm0601698	actor	\N	["James"]
tt0000898	3	nm0681933	actress	\N	["Mary"]
tt0000898	4	nm0629589	actor	\N	["Mary's Father"]
tt0000898	5	nm0000428	director	\N	\N
tt0000898	6	nm0005658	cinematographer	\N	\N
tt0000898	7	nm0115524	actress	\N	["A Maid"]
tt0000898	8	nm0250676	actress	\N	["At Wedding"]
tt0000898	9	nm0262757	actor	\N	["At Wedding"]
tt0000899	1	nm0001908	actor	\N	["Tom Carlton"]
tt0000899	2	nm0161366	actor	\N	\N
tt0000899	3	nm0607273	actor	\N	\N
tt0000899	4	nm0639631	actor	\N	\N
tt0000899	5	nm1400009	actor	\N	\N
tt0000900	1	nm0424530	actor	\N	["Reverend Howson"]
tt0000900	2	nm0492757	actress	\N	["The Reverend's Ward"]
tt0000900	3	nm0601698	actor	\N	["General Winthrop"]
tt0000900	4	nm0038106	actress	\N	["The Maid"]
tt0000900	5	nm0000428	director	\N	\N
tt0000900	6	nm0005658	cinematographer	\N	\N
tt0000901	10	nm0409390	actor	\N	["Waiter"]
tt0000901	1	nm0173994	actor	\N	["Mr. Jones"]
tt0000901	2	nm0492757	actress	\N	["Mrs. Jones"]
tt0000901	3	nm0922044	actress	\N	["Maid"]
tt0000901	4	nm0376829	actress	\N	["Mrs. Jones' Mother"]
tt0000901	5	nm0000428	director	\N	\N
tt0000901	6	nm0555522	cinematographer	\N	\N
tt0000901	7	nm0038106	actress	\N	["Restaurant Patron"]
tt0000901	8	nm0277411	actress	\N	\N
tt0000901	9	nm0366008	actor	\N	["Busboy"]
tt0000902	10	nm0784407	actor	\N	["At Club"]
tt0000902	1	nm0288616	actor	\N	["A Friend of Harry's"]
tt0000902	2	nm0125164	actor	\N	["At Club"]
tt0000902	3	nm0456804	actor	\N	["At Club"]
tt0000902	4	nm0601698	actor	\N	["At Club"]
tt0000902	5	nm0000428	director	\N	\N
tt0000902	6	nm0005658	cinematographer	\N	\N
tt0000902	7	nm0629589	actor	\N	\N
tt0000902	8	nm0681933	actress	\N	["Bessie Wright"]
tt0000902	9	nm0704334	actor	\N	["Harry Wright"]
tt0000903	10	nm0601698	actor	\N	["Ned Grattan"]
tt0000903	1	nm0492757	actress	\N	["Rachel Einstein"]
tt0000903	2	nm0813603	actor	\N	["Mr. Einstein"]
tt0000903	3	nm0311375	actor	\N	["Musician"]
tt0000903	4	nm0376829	actress	\N	["At Dance"]
tt0000903	5	nm0000428	director	\N	\N
tt0000903	6	nm0005658	cinematographer	\N	\N
tt0000903	7	nm0424530	actor	\N	["Customer","Musician"]
tt0000903	8	nm0524306	actor	\N	\N
tt0000903	9	nm0587097	actor	\N	["At Dance"]
tt0000904	1	nm0298301	actress	\N	["The Girl"]
tt0000904	2	nm0531584	actor	\N	["Tom Crawford"]
tt0000904	3	nm0697944	actor	\N	["Sheriff Rattle Snake Jim"]
tt0000904	4	nm0692105	director	\N	\N
tt0000905	1	nm0214651	actress	\N	["Gladys, The Little Girl"]
tt0000905	2	nm0376829	actress	\N	["The Mother"]
tt0000905	3	nm0038106	actress	\N	["A Visitor"]
tt0000905	4	nm0250676	actress	\N	["The Little Boy"]
tt0000905	5	nm0000428	director	\N	\N
tt0000905	6	nm0005658	cinematographer	\N	\N
tt0000905	7	nm0424530	actor	\N	\N
tt0000905	8	nm0492757	actress	\N	\N
tt0000905	9	nm0922044	actress	\N	["The Maid"]
tt0000906	1	nm0294276	director	\N	\N
tt0000906	2	nm0378408	producer	producer	\N
tt0000907	10	nm0185803	actor	\N	["At the Ball"]
tt0000907	1	nm0502701	actress	\N	["Marie Cadrone"]
tt0000907	2	nm0629589	actor	\N	["Tony Guiletto"]
tt0000907	3	nm0910400	actor	\N	["Victor"]
tt0000907	4	nm0035187	actor	\N	\N
tt0000907	5	nm0000428	director	\N	\N
tt0000907	6	nm0940488	writer	writer	\N
tt0000907	7	nm0005658	cinematographer	\N	\N
tt0000907	8	nm0115524	actress	\N	["At the Ball"]
tt0000907	9	nm0125164	actor	\N	["In Bar"]
tt0000908	10	nm0125164	actor	\N	["Union Soldier","Aide"]
tt0000908	1	nm0163559	actor	\N	["Mr. Wilkinson"]
tt0000908	2	nm0115524	actress	\N	["Mrs. Wilkinson"]
tt0000908	3	nm0910400	actor	\N	["Robert, the Confederate Son"]
tt0000908	4	nm0601698	actor	\N	["The Union Son"]
tt0000908	5	nm0000428	director	\N	\N
tt0000908	6	nm0206801	writer	play	\N
tt0000908	7	nm0853193	writer	writer	\N
tt0000908	8	nm0005658	cinematographer	\N	\N
tt0000908	9	nm0038106	actress	\N	["Homecoming Party"]
tt0000909	10	nm0366008	actor	\N	["The Young Man"]
tt0000909	1	nm0376442	actress	\N	["The Mother"]
tt0000909	2	nm0366511	actress	\N	["The Maid"]
tt0000909	3	nm0922044	actress	\N	["The Daughter"]
tt0000909	4	nm0115524	actress	\N	["The Nursemaid"]
tt0000909	5	nm0000428	director	\N	\N
tt0000909	6	nm0005658	cinematographer	\N	\N
tt0000909	7	nm0038106	actress	\N	\N
tt0000909	8	nm0214651	actress	\N	["One of the Children"]
tt0000909	9	nm0250676	actress	\N	["One of the Children"]
tt0000910	10	nm0681933	actress	\N	["At Brainard's"]
tt0000910	1	nm0288616	actor	\N	["Henry Brainard"]
tt0000910	2	nm0629589	actor	\N	["John Whitney"]
tt0000910	3	nm0502701	actress	\N	["Mrs. John Whitney"]
tt0000910	4	nm0250676	actress	\N	["The Whitney Child"]
tt0000910	5	nm0000428	director	\N	\N
tt0000910	6	nm0005658	cinematographer	\N	\N
tt0000910	7	nm0076202	actress	\N	\N
tt0000910	8	nm0115524	actress	\N	["A Maid"]
tt0000910	9	nm0642722	actor	\N	["Policeman"]
tt0000911	10	nm0250676	actress	\N	\N
tt0000911	1	nm0629589	actor	\N	["Officer Wallace"]
tt0000911	2	nm0502701	actress	\N	["Mrs. Wallace"]
tt0000911	3	nm0214651	actress	\N	["The Wallace Child"]
tt0000911	4	nm0456804	actor	\N	["A Convict"]
tt0000911	5	nm0000428	director	\N	\N
tt0000911	6	nm0940488	writer	writer	\N
tt0000911	7	nm0005658	cinematographer	\N	\N
tt0000911	8	nm0115524	actress	\N	\N
tt0000911	9	nm0163559	actor	\N	\N
tt0000912	10	nm0642722	actor	\N	["At Stable"]
tt0000912	1	nm0601698	actor	\N	["Blue Cloud"]
tt0000912	2	nm0288616	actor	\N	["The Old Prospector"]
tt0000912	3	nm0681933	actress	\N	["Blue Cloud's Wife"]
tt0000912	4	nm0424530	actor	\N	\N
tt0000912	5	nm0000428	director	\N	\N
tt0000912	6	nm0853193	writer	writer	\N
tt0000912	7	nm0005658	cinematographer	\N	\N
tt0000912	8	nm0456804	actor	\N	["Cowboy","Dying Man"]
tt0000912	9	nm0502701	actress	\N	\N
tt0000913	1	nm0001908	actor	\N	\N
tt0000914	1	nm0005717	director	\N	\N
tt0000915	1	nm0294276	director	\N	\N
tt0000916	1	nm0511729	actor	\N	\N
tt0000916	2	nm1703900	writer	\N	\N
tt0000917	1	nm0456804	actor	\N	["Jim Brooks"]
tt0000917	2	nm0492757	actress	\N	["Mrs. Jim Brooks"]
tt0000917	3	nm0250676	actress	\N	["Their Daughter"]
tt0000917	4	nm0642722	actor	\N	["John West"]
tt0000917	5	nm0000428	director	\N	\N
tt0000917	6	nm0005658	cinematographer	\N	\N
tt0000917	7	nm0424530	actor	\N	["At Dinner"]
tt0000917	8	nm0601698	actor	\N	["At Dinner"]
tt0000917	9	nm0784407	actor	\N	["Workman"]
tt0000918	1	nm0298301	actress	\N	\N
tt0000918	2	nm0111753	director	\N	\N
tt0000919	10	nm0043018	actor	\N	["At College"]
tt0000919	1	nm0424530	actor	\N	["John Hale"]
tt0000919	2	nm0601698	actor	\N	["Frank Allison"]
tt0000919	3	nm0492757	actress	\N	["Mary, Frank's Sister"]
tt0000919	4	nm0502701	actress	\N	["Dorothy Kirk"]
tt0000919	5	nm0000428	director	\N	\N
tt0000919	6	nm0005658	cinematographer	\N	\N
tt0000919	7	nm0555522	cinematographer	\N	\N
tt0000919	8	nm0784407	actor	\N	["Dorothy's First Suitor","Bartender","At Stock Exchange"]
tt0000919	9	nm0038106	actress	\N	["Wedding Guest"]
tt0000920	10	nm0409390	actor	\N	["In Crowd"]
tt0000920	1	nm0173994	actor	\N	["Mr. Jones"]
tt0000920	2	nm0492757	actress	\N	["Mrs. Jones"]
tt0000920	3	nm0038106	actress	\N	["In Crowd"]
tt0000920	4	nm0043018	actor	\N	["In Crowd"]
tt0000920	5	nm0000428	director	\N	\N
tt0000920	6	nm0005658	cinematographer	\N	\N
tt0000920	7	nm0250676	actress	\N	\N
tt0000920	8	nm0277411	actress	\N	\N
tt0000920	9	nm0376829	actress	\N	["Neighbor"]
tt0000921	10	nm0601698	actor	\N	["In Office"]
tt0000921	1	nm0173994	actor	\N	["Edward Jones"]
tt0000921	2	nm0492757	actress	\N	["Mrs. Jones"]
tt0000921	3	nm0784407	actor	\N	["Dick Smith"]
tt0000921	4	nm0277411	actress	\N	["The Lady Book Agent"]
tt0000921	5	nm0000428	director	\N	\N
tt0000921	6	nm0005658	cinematographer	\N	\N
tt0000921	7	nm0038106	actress	\N	\N
tt0000921	8	nm0311375	actor	\N	["In Office"]
tt0000921	9	nm0366008	actor	\N	["Messenger"]
tt0000922	10	nm0587097	actor	\N	["Theatre Man"]
tt0000922	1	nm0173994	actor	\N	["Mr. Jones"]
tt0000922	2	nm0492757	actress	\N	["Mrs. Jones"]
tt0000922	3	nm0038106	actress	\N	["The Maid"]
tt0000922	4	nm0102858	actress	\N	\N
tt0000922	5	nm0000428	director	\N	\N
tt0000922	6	nm0005658	cinematographer	\N	\N
tt0000922	7	nm0311375	actor	\N	["Theatre Man"]
tt0000922	8	nm0376829	actress	\N	["Theatre Woman"]
tt0000922	9	nm0502701	actress	\N	["Mrs. Trouble"]
tt0000923	1	nm0063413	director	\N	\N
tt0000923	2	nm0550220	director	\N	\N
tt0000923	3	nm0063412	cinematographer	\N	\N
tt0000924	1	nm0169871	director	\N	\N
tt0000925	1	nm0001908	actor	\N	\N
tt0000925	2	nm0607273	actor	\N	["Tom Ripley"]
tt0000926	1	nm0063413	director	\N	\N
tt0000926	2	nm0550220	director	\N	\N
tt0000926	3	nm0063412	cinematographer	\N	\N
tt0000926	4	nm0159015	cinematographer	\N	\N
tt0000927	1	nm0808310	director	\N	\N
tt0000928	10	nm0401967	actor	\N	["Fool"]
tt0000928	1	nm0710362	actor	\N	["King Lear"]
tt0000928	2	nm0037789	actress	\N	["Regan"]
tt0000928	3	nm0041669	actress	\N	["Goneril","Regan"]
tt0000928	4	nm0007221	actor	\N	["Undetermined role"]
tt0000928	5	nm0085865	director	\N	\N
tt0000928	6	nm0612348	writer	writer	\N
tt0000928	7	nm0000636	writer	play	\N
tt0000928	8	nm0298301	actress	\N	["Cordelia"]
tt0000928	9	nm0330352	actress	\N	["Cordelia"]
tt0000929	1	nm0066941	actor	\N	\N
tt0000929	2	nm0170183	actor	\N	\N
tt0000929	3	nm0092290	actor	\N	\N
tt0000929	4	nm0093361	director	\N	\N
tt0000929	5	nm1902148	producer	producer	\N
tt0000929	6	nm0667386	cinematographer	\N	\N
tt0000930	1	nm0092290	actor	\N	\N
tt0000930	2	nm0093361	director	\N	\N
tt0000930	3	nm0091426	cinematographer	\N	\N
tt0000931	1	nm0119164	actress	\N	\N
tt0000931	2	nm5227669	actress	\N	\N
tt0000931	3	nm0488932	actor	\N	\N
tt0000931	4	nm0804632	actor	\N	\N
tt0000931	5	nm0937628	actor	\N	\N
tt0000931	6	nm1834127	actress	\N	\N
tt0000931	7	nm3412368	actor	\N	\N
tt0000932	10	nm0776198	actor	\N	\N
tt0000932	1	nm0088881	actor	\N	\N
tt0000932	2	nm5227669	actress	\N	\N
tt0000932	3	nm0488932	actor	\N	\N
tt0000932	4	nm2528881	actor	\N	\N
tt0000932	5	nm5600037	writer	\N	\N
tt0000932	6	nm0333175	cinematographer	\N	\N
tt0000932	7	nm1069712	actress	\N	\N
tt0000932	8	nm0526168	actor	\N	\N
tt0000932	9	nm0684773	actor	\N	\N
tt0000933	10	nm0534221	actress	\N	["Second Maid (unconfirmed)"]
tt0000933	1	nm0492757	actress	\N	["Lady Helen"]
tt0000933	2	nm0076202	actress	\N	\N
tt0000933	3	nm0173994	actor	\N	["Dinner Guest"]
tt0000933	4	nm0376829	actress	\N	["The Friend"]
tt0000933	5	nm0000428	director	\N	\N
tt0000933	6	nm0853193	writer	writer	\N
tt0000933	7	nm0005658	cinematographer	\N	\N
tt0000933	8	nm0409390	actor	\N	["The Father"]
tt0000933	9	nm0424530	actor	\N	["Dinner Guest"]
tt0000934	1	nm0629589	actor	\N	["The Colonel"]
tt0000934	2	nm0502701	actress	\N	["One of the Colonel's Nieces"]
tt0000934	3	nm0038106	actress	\N	["One of the Colonel's Nieces"]
tt0000934	4	nm0784407	actor	\N	["Big Serpent"]
tt0000934	5	nm0000428	director	\N	\N
tt0000934	6	nm0178126	writer	novels "The Leather-Stocking Tales"	\N
tt0000934	7	nm0853193	writer	writer	\N
tt0000934	8	nm0005658	cinematographer	\N	\N
tt0000934	9	nm0555522	cinematographer	\N	\N
tt0000935	10	nm0456804	actor	\N	\N
tt0000935	1	nm0366511	actress	\N	["Grace"]
tt0000935	2	nm0115524	actress	\N	\N
tt0000935	3	nm0262757	actor	\N	["At the Ball"]
tt0000935	4	nm0334918	actor	\N	["Suitor"]
tt0000935	5	nm0000428	director	\N	\N
tt0000935	6	nm0005658	cinematographer	\N	\N
tt0000935	7	nm0337033	actor	\N	\N
tt0000935	8	nm0373341	actor	\N	["At the Ball"]
tt0000935	9	nm0424530	actor	\N	\N
tt0000936	10	nm0262757	actor	\N	["Fisherman in First Port"]
tt0000936	1	nm0038106	actress	\N	["Emily"]
tt0000936	2	nm0629589	actor	\N	["Joe"]
tt0000936	3	nm0456804	actor	\N	["Bill"]
tt0000936	4	nm0115524	actress	\N	["The Mother"]
tt0000936	5	nm0000428	director	\N	\N
tt0000936	6	nm0853193	writer	writer	\N
tt0000936	7	nm0005658	cinematographer	\N	\N
tt0000936	8	nm0502701	actress	\N	["The Second Wife"]
tt0000936	9	nm0922044	actress	\N	["The Second Wife's Friend"]
tt0000938	10	nm0601698	actor	\N	["In Boarding House"]
tt0000938	1	nm0681933	actress	\N	["Little Darling"]
tt0000938	2	nm0043018	actor	\N	["In Boarding House"]
tt0000938	3	nm0163559	actor	\N	["In Boarding House"]
tt0000938	4	nm0173994	actor	\N	["In Boarding House"]
tt0000938	5	nm0000428	director	\N	\N
tt0000938	6	nm0005658	cinematographer	\N	\N
tt0000938	7	nm0366008	actor	\N	\N
tt0000938	8	nm0424530	actor	\N	["In Boarding House"]
tt0000938	9	nm0456804	actor	\N	["In Store"]
tt0000939	10	nm0629589	actor	\N	["Man in Schoolroom"]
tt0000939	1	nm0681933	actress	\N	["The Little Teacher"]
tt0000939	2	nm0424530	actor	\N	["Jack Browning"]
tt0000939	3	nm0226992	actor	\N	["Dave, the Bully"]
tt0000939	4	nm0115524	actress	\N	["The Mother"]
tt0000939	5	nm0000428	director	\N	\N
tt0000939	6	nm0005658	cinematographer	\N	\N
tt0000939	7	nm0555522	cinematographer	\N	\N
tt0000939	8	nm0250676	actress	\N	["Student"]
tt0000939	9	nm0354803	actress	\N	["Student"]
tt0000940	1	nm0531584	actor	\N	\N
tt0000940	2	nm0298301	actress	\N	\N
tt0000940	3	nm0789748	actor	\N	\N
tt0000940	4	nm0205986	director	\N	\N
tt0000940	5	nm0779797	writer	story	\N
tt0000941	1	nm0034453	actor	\N	\N
tt0000941	2	nm0140054	actor	\N	\N
tt0000941	3	nm0243918	actor	\N	\N
tt0000941	4	nm0294022	actress	\N	\N
tt0000941	5	nm0063413	director	\N	\N
tt0000941	6	nm0550220	director	\N	\N
tt0000941	7	nm0848502	writer	play	\N
tt0000942	10	nm0555522	cinematographer	\N	\N
tt0000942	1	nm0587097	actor	\N	["Robert Cullison"]
tt0000942	2	nm0502701	actress	\N	["Mrs. Robert Cullison"]
tt0000942	3	nm0681933	actress	\N	["One of the Cullison Children"]
tt0000942	4	nm0250676	actress	\N	["One of the Cullison Children"]
tt0000942	5	nm0000428	director	\N	\N
tt0000942	6	nm4117830	writer	novel "Au Téléphone" by	\N
tt0000942	7	nm0520524	writer	play	\N
tt0000942	8	nm0784407	writer	writer	\N
tt0000942	9	nm0005658	cinematographer	\N	\N
tt0000943	10	nm0043018	actor	\N	["Plotter"]
tt0000943	1	nm0376829	actress	\N	["The Duchess"]
tt0000943	2	nm0424530	actor	\N	["The Duke"]
tt0000943	3	nm0502701	actress	\N	["Their Daughter"]
tt0000943	4	nm0813603	actor	\N	["One of the Daughter's Suitors"]
tt0000943	5	nm0000428	director	\N	\N
tt0000943	6	nm0005658	cinematographer	\N	\N
tt0000943	7	nm0555522	cinematographer	\N	\N
tt0000943	8	nm0409390	actor	\N	["One of the Daughter's Suitors"]
tt0000943	9	nm0038106	actress	\N	["Lady-in-Waiting"]
tt0000944	1	nm0294276	director	\N	\N
tt0000944	2	nm0378408	producer	producer	\N
tt0000945	10	nm0813603	actor	\N	["Jim's Friend"]
tt0000945	1	nm0502701	actress	\N	["Gertrude"]
tt0000945	2	nm0784407	actor	\N	["Jack"]
tt0000945	3	nm0949133	actor	\N	["Jim, the First Husband"]
tt0000945	4	nm0376829	actress	\N	["The Mother"]
tt0000945	5	nm0000428	director	\N	\N
tt0000945	6	nm0853193	writer	writer	\N
tt0000945	7	nm0005658	cinematographer	\N	\N
tt0000945	8	nm0555522	cinematographer	\N	\N
tt0000945	9	nm0587097	actor	\N	["The Father"]
tt0000946	10	nm0214651	actress	\N	["Child on Street"]
tt0000946	1	nm0502701	actress	\N	["Isabelle"]
tt0000946	2	nm0813603	actor	\N	["Enrico"]
tt0000946	3	nm0492757	actress	\N	["Veronica"]
tt0000946	4	nm0038106	actress	\N	["Rich Woman"]
tt0000946	5	nm0000428	director	\N	\N
tt0000946	6	nm0005658	cinematographer	\N	\N
tt0000946	7	nm0555522	cinematographer	\N	\N
tt0000946	8	nm0041858	actor	\N	\N
tt0000946	9	nm0173994	actor	\N	["Man on Street","At Dance"]
tt0000947	1	nm0488932	actor	\N	\N
tt0000947	2	nm0814379	actress	\N	\N
tt0000948	1	nm0304098	writer	writer	\N
tt0000950	1	nm0135493	actor	\N	["Macbeth"]
tt0000950	2	nm0143332	actress	\N	["Lady Macbeth"]
tt0000950	3	nm0658775	actor	\N	\N
tt0000950	4	nm1301649	actor	\N	\N
tt0000950	5	nm0143333	director	\N	\N
tt0000950	6	nm0000636	writer	play	\N
tt0000951	1	nm0088881	actor	\N	\N
tt0000951	2	nm5227669	actress	\N	\N
tt0000951	3	nm0488932	actor	\N	["Napoleon Bonaparte"]
tt0000951	4	nm0804632	actor	\N	\N
tt0000951	5	nm0603447	writer	play	\N
tt0000951	6	nm0765026	writer	play	\N
tt0000951	7	nm0937628	actor	\N	\N
tt0000952	1	nm0130633	actor	\N	["General"]
tt0000952	2	nm0220460	actress	\N	["Madame de Langeais"]
tt0000953	1	nm0001908	actor	\N	\N
tt0000954	1	nm0000428	director	\N	\N
tt0000955	1	nm0842239	actress	\N	\N
tt0000956	1	nm0376829	actress	\N	["Margie, the Cook"]
tt0000956	2	nm0502701	actress	\N	["Mrs. Holland"]
tt0000956	3	nm0813603	actor	\N	["Mr. Holland"]
tt0000956	4	nm0102858	actress	\N	\N
tt0000956	5	nm0000428	director	\N	\N
tt0000956	6	nm0005658	cinematographer	\N	\N
tt0000956	7	nm0311375	actor	\N	["Policeman"]
tt0000956	8	nm0587097	actor	\N	\N
tt0000956	9	nm0784407	actor	\N	["Policeman"]
tt0000957	1	nm0511729	actor	\N	\N
tt0000957	2	nm0888708	actor	\N	["Oncle Gaston"]
tt0000957	3	nm0596942	writer	comedy	\N
tt0000958	10	nm1352982	actress	\N	["At Party"]
tt0000958	1	nm0492757	actress	\N	["Mrs. Ross"]
tt0000958	2	nm0214651	actress	\N	["Mrs. Ross's Daughter"]
tt0000958	3	nm0502701	actress	\N	["Mrs. Parker"]
tt0000958	4	nm0038106	actress	\N	["Telephone Operator","At Party"]
tt0000958	5	nm0000428	director	\N	\N
tt0000958	6	nm0005658	cinematographer	\N	\N
tt0000958	7	nm0102858	actress	\N	\N
tt0000958	8	nm0250676	actress	\N	\N
tt0000958	9	nm0376829	actress	\N	["At Party"]
tt0000959	1	nm0185426	director	\N	\N
tt0000959	2	nm0870831	cinematographer	\N	\N
tt0000960	10	nm0784407	actor	\N	["Indian"]
tt0000960	1	nm0492757	actress	\N	["Rising Moon"]
tt0000960	2	nm0288616	actor	\N	["Chief Great Elk Horn"]
tt0000960	3	nm0601698	actor	\N	["Little Bear"]
tt0000960	4	nm0456804	actor	\N	["Standing Rock"]
tt0000960	5	nm0000428	director	\N	\N
tt0000960	6	nm0853193	writer	writer	\N
tt0000960	7	nm0005658	cinematographer	\N	\N
tt0000960	8	nm0424530	actor	\N	["Indian"]
tt0000960	9	nm0656425	actor	\N	["Indian"]
tt0000961	10	nm0534221	actress	\N	\N
tt0000961	1	nm0288616	actor	\N	["Harold Woodson"]
tt0000961	2	nm0456804	actor	\N	["David Williams"]
tt0000961	3	nm0366008	actor	\N	["Farm Boy"]
tt0000961	4	nm0250676	actress	\N	["In Crowd"]
tt0000961	5	nm0000428	director	\N	\N
tt0000961	6	nm0940488	writer	writer	\N
tt0000961	7	nm0005658	cinematographer	\N	\N
tt0000961	8	nm0555522	cinematographer	\N	\N
tt0000961	9	nm0424530	actor	\N	\N
tt0000962	1	nm0681933	actress	\N	["The Señorita"]
tt0000962	2	nm0704334	actor	\N	["American Soldier"]
tt0000962	3	nm0456804	actor	\N	["Mexican in Bar"]
tt0000962	4	nm0674185	actor	\N	["The Señorita's Sweetheart"]
tt0000962	5	nm0000428	director	\N	\N
tt0000962	6	nm0005658	cinematographer	\N	\N
tt0000962	7	nm0784407	actor	\N	["Mexican in Bar"]
tt0000963	1	nm0001908	actor	\N	["The Sheriff"]
tt0000963	2	nm0878035	actor	\N	\N
tt0000964	10	nm0366511	actress	\N	["Eleanor's Maid"]
tt0000964	1	nm0922044	actress	\N	["Mercedes"]
tt0000964	2	nm0704334	actor	\N	["Frank, Mercedes' Suitor"]
tt0000964	3	nm0681933	actress	\N	["Eleanor"]
tt0000964	4	nm0115524	actress	\N	["The Mother"]
tt0000964	5	nm0000428	director	\N	\N
tt0000964	6	nm0005658	cinematographer	\N	\N
tt0000964	7	nm0555522	cinematographer	\N	\N
tt0000964	8	nm0076202	actress	\N	\N
tt0000964	9	nm0262757	actor	\N	["Policeman"]
tt0000965	1	nm0878035	actor	\N	["The Burglar"]
tt0000965	2	nm0001908	director	\N	\N
tt0000966	10	nm0330352	actress	\N	["Helena"]
tt0000966	1	nm0010017	actor	\N	["Demetrius"]
tt0000966	2	nm0152323	actor	\N	["Quince"]
tt0000966	3	nm0182537	actress	\N	["Fairy"]
tt0000966	4	nm0182557	actress	\N	["Fairy"]
tt0000966	5	nm0448682	director	\N	\N
tt0000966	6	nm0085865	director	co-director	\N
tt0000966	7	nm0612348	writer	scenario	\N
