nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0004712	Fiona Apple	1977	\N	soundtrack,actress,composer	tt0120789,tt1478338,tt0175880,tt1758830
nm0004713	Jodi Applegate Kay	1964	\N	actress	tt1194173,tt0278633,tt2071645,tt4422836
nm0004714	Giorgio Armani	1934	\N	costume_department,costume_designer,actor	tt0468569,tt0361748,tt1535108,tt0094226
nm0004715	Will Arnett	1970	\N	actor,producer,writer	tt1490017,tt3949660,tt4116284,tt0367279
nm0004716	Darren Aronofsky	1969	\N	producer,director,writer	tt1125849,tt0138704,tt0180093,tt5109784
nm0004717	Peter Asher	1944	\N	soundtrack,actor,music_department	tt0770828,tt0352277,tt1277953,tt0120591
nm0004718	Desmond Askew	1972	\N	actor	tt0454841,tt0139239
nm0004719	Jennifer Aspen	1973	\N	actress,producer	tt0413573,tt1327801,tt0419984,tt0247082
nm0004720	Patti Austin	1948	\N	soundtrack,actress,music_department	tt1832045,tt0083641,tt4715356,tt0098319
nm0004721	Erykah Badu	1971	\N	soundtrack,actress,music_department	tt0297037,tt6768470,tt0118747,tt0124315
nm0004722	Glen Ballard	1953	\N	soundtrack,composer,music_department	tt0234215,tt0338348,tt0413895,tt0442933
nm0004723	Tyra Banks	1973	\N	producer,writer,actress	tt0942385,tt0200550,tt0363307,tt0220506
nm0004724	Christine Baranski	1952	\N	actress,soundtrack,producer	tt0115685,tt0795421,tt0299658,tt2180411
nm0004725	Charles Barkley	1963	\N	actor	tt0117705,tt0124718,tt0134269,tt0113097
nm0004726	Lance Bass	1979	\N	actor,soundtrack,producer	tt0279286,tt0942385,tt0257516,tt0196229
nm0004727	Kylie Bax	1975	\N	actress	tt0204175,tt0192071,tt0179477,tt0199650
nm0004728	Carole Bayer Sager	1947	\N	soundtrack,music_department,composer	tt0082031,tt0076752,tt0110216,tt0128853
nm0004729	Michael Beach	1963	\N	actor,producer	tt0120169,tt1477834,tt7125860
nm0004730	Orson Bean	1928	\N	actor,writer,soundtrack	tt0120601,tt0103405,tt0093260,tt0052561
nm0004731	Garcelle Beauvais	1966	\N	actress,producer	tt3507138,tt1907668,tt2250912
nm0004732	Boris Becker	1967	\N	actor	tt1842451,tt1842541,tt3770700,tt0080301
nm0004733	Walter Becker	1950	2017	soundtrack,composer,producer	tt0790736,tt0429493,tt0116695,tt0183505
nm0004734	Tyson Beckford	1970	\N	actor,producer	tt0374201,tt0196229,tt0378109,tt0326769
nm0004735	James Van Der Beek	1977	\N	actor,writer,soundtrack	tt0139699,tt0292644,tt6390538
nm0004736	Jason Behr	1973	\N	actor,soundtrack	tt0461703,tt0372873,tt0391198,tt0201391
nm0004737	Shari Belafonte	1954	\N	actress,camera_department,soundtrack	tt0105151,tt0085032,tt0106140,tt2435970
nm0004738	Catherine Bell	1968	\N	actress,producer,miscellaneous	tt0112022,tt0452573,tt0110490,tt0315327
nm0004739	Lauralee Bell	1968	\N	actress,producer,writer	tt8079880,tt3412828,tt1577049,tt0069658
nm0004740	Bill Bellamy	1965	\N	actor,producer,writer	tt3253232
nm0004741	Camilla Belle	1986	\N	actress,soundtrack,producer	tt0465580,tt0120791,tt0455857,tt0119567
nm0004742	Maria Bello	1967	\N	actress,producer,writer	tt0200550,tt0318374,tt4786282,tt0399146
nm0004743	Gil Bellows	1967	\N	actor,producer,director	tt4687882,tt0111161,tt0118254,tt0110395
nm0004744	Lawrence Bender	1957	\N	producer,camera_department,actor	tt0361748,tt0105236,tt0266697,tt0110912
nm0004745	Paulo Benedeti	1975	\N	actor,writer,producer	tt0120890,tt0044265,tt0092325,tt4837396
nm0004746	Tony Bennett	1926	\N	soundtrack,actor,writer	tt0099685,tt0119668,tt0369610,tt0407304
nm0004747	Wes Bentley	1978	\N	actor,producer,soundtrack	tt0816692,tt0169547,tt0804516,tt1392170
nm0004748	Julie Benz	1972	\N	actress,soundtrack	tt0462499
nm0004749	Emily Bergl	1975	\N	actress	tt0144814,tt0210094,tt0289830,tt2334873
nm0004750	Marilyn Bergman	1929	\N	music_department,soundtrack,writer	tt0061811,tt0084805,tt0114319,tt0070903
nm0004751	Crystal Bernard	1961	\N	actress,soundtrack	tt0098948,tt0080233,tt0084938,tt0093996
nm0004752	Troy Byer	1964	\N	actress,writer,director	tt0251160,tt0165857,tt0337592,tt0118663
nm0004753	Leslie Bibb	1974	\N	actress,producer,soundtrack	tt1228705,tt0862856,tt0415306,tt0371746
nm0004754	Jessica Biel	1982	\N	actress,producer,soundtrack	tt0324216,tt0443543,tt1386703,tt0435705
nm0004755	Jason Biggs	1978	\N	actor,producer	tt1605630,tt0252866,tt0163651,tt0328828
nm0004756	Clint Black	1962	\N	soundtrack,actor,composer	tt0305224,tt0110478,tt0107711,tt0120794
nm0004757	Selma Blair	1972	\N	actress,producer	tt0139134,tt0167190,tt0253867,tt0411477
nm0004758	Asha Blake	1961	\N	actress	tt1206246,tt0211818,tt0171925,tt1898066
nm0004759	Kayla Blake	1963	\N	actress,miscellaneous	tt0369436,tt0165961,tt0763831
nm0004760	Jennifer Blanc-Biehn	1971	\N	actress,producer,director	tt1535616,tt2231583,tt2797642,tt0204993
nm0004761	Rachel Blanchard	1976	\N	actress	tt0863046,tt2802850,tt5179408,tt0387764
nm0004762	Miko Blanco	\N	\N	miscellaneous	tt0098071
nm0004763	Mary J. Blige	1971	\N	soundtrack,actress,composer	tt1336608,tt0929632,tt1454029,tt2396589
nm0004764	Charlene Bloom	\N	\N	actress	tt0176376,tt0187078,tt0111994,tt0115372
nm0004765	Andrea Bocelli	1958	\N	soundtrack,actor,music_department	tt0493464,tt1839492,tt0122690,tt3612616
nm0004766	Steven Bochco	1943	2018	writer,producer,miscellaneous	tt0081873,tt0090466,tt0112086,tt0106079
nm0004767	Joseph Bologna	1934	2017	actor,writer,director	tt0074205,tt0142342,tt0086973,tt0438097
nm0004768	Gillian Bonner	1966	\N	producer,editor,actress	tt2485144,tt0340937,tt3774134,tt0358023
nm0004769	Pat Boone	1934	\N	soundtrack,actor,producer	tt0052948,tt5580390,tt0102266,tt0056526
nm0004770	David Boreanaz	1969	\N	actor,producer,director	tt0460627,tt0118276,tt0353324,tt0162065
nm0004771	Da Brat	1974	\N	actress,soundtrack,composer	tt0208003,tt0281364,tt0119807,tt0112442
nm0004772	Toni Braxton	1966	\N	soundtrack,actress,producer	tt1520498,tt0278488,tt6626022,tt0246002
nm0004773	Lisa Brenner	1974	\N	actress,producer	tt0412915,tt0182645,tt0187393,tt0228301
nm0004774	Angelica Bridges	1970	\N	actress	tt0170982,tt0096542,tt0120569,tt0132347
nm0004775	Todd Bridges	1965	\N	actor,producer,director	tt0862934,tt0077003,tt3466524,tt0176578
nm0004776	Pat Briggs	\N	\N	actor	tt0118586,tt0252802
nm0004777	Erin Brockovich-Ellis	1960	\N	actress	tt2150044,tt0360261,tt0195685,tt0103349
nm0004778	Adrien Brody	1973	\N	actor,producer,composer	tt0253474,tt1683526,tt1605783,tt2278388
nm0004779	Garth Brooks	1962	\N	soundtrack,actor,producer	tt0186151,tt0215788,tt0119313,tt0103484
nm0004780	Meredith Brooks	1958	\N	soundtrack,actress,composer	tt0131369,tt0120832,tt0207201,tt0286788
nm0004781	Bobbie Brown	1969	\N	actress	tt0107362,tt0111892,tt0104135,tt0101615
nm0004782	Kimberly J. Brown	1984	\N	actress,producer,miscellaneous	tt0173886,tt0377471,tt0161023,tt0305669
nm0004783	Ryan Browning	1974	\N	actor	tt0205418,tt0245891,tt0261992,tt0118276
nm0004784	Tony Bui	1973	\N	writer,director,producer	tt4076980,tt0202128,tt0138874,tt0229002
nm0004785	Delta Burke	1956	\N	actress,producer,soundtrack	tt0112228,tt0161233,tt0207201,tt0090418
nm0004786	Brooke Burns	1978	\N	actress,soundtrack	tt0858490,tt0256380,tt0096542,tt0118254
nm0004787	Saffron Burrows	1972	\N	actress,soundtrack	tt0149261,tt0490204,tt0200465,tt0332452
nm0004788	Rebeccah Bush	1968	\N	actress	tt0096671,tt0046593,tt0092359,tt0106004
nm0004789	Amanda Bynes	1986	\N	actress,soundtrack	tt0427327,tt0286788,tt0454945,tt1282140
nm0004790	Scott Caan	1976	\N	actor,writer,director	tt0349903,tt0496806,tt0240772,tt0378109
nm0004791	Linda Lee Cadwell	1945	\N	director,actress,writer	tt0072562,tt0106770,tt0078888,tt0086011
nm0004792	Ashley Tesoro	1983	\N	actress,writer,producer	tt0092325,tt0116074,tt0113690,tt0106123
nm0004793	Monica Calhoun	1971	\N	actress,producer	tt0119905,tt2083355,tt1362673,tt0168501
nm0004794	Glen Campbell	1936	2017	soundtrack,actor,music_department	tt0065126,tt0149261,tt0149523,tt3896198
nm0004795	Jessica Campbell	1982	\N	actress,camera_department,producer	tt0256359,tt0288584,tt0126886,tt0104496
nm0004796	Tevin Campbell	1976	\N	actor,soundtrack,composer	tt0120207,tt0101507,tt0117891,tt0113198
nm0004797	Bruno Campos	1973	\N	actor,soundtrack	tt0156196,tt0416658,tt0780521,tt0361217
nm0004798	Stephen J. Cannell	1941	2010	writer,producer,actor	tt0103524,tt0080283,tt0080289,tt0071042
nm0004799	Mark Canton	1949	\N	producer,production_manager,miscellaneous	tt0208988,tt1211956,tt1259528,tt0199753
nm0004800	Jessica Capshaw	1976	\N	actress,soundtrack,miscellaneous	tt0181689,tt0413573,tt0108052,tt0242998
nm0004801	Nestor Carbonell	1967	\N	actor,director,writer	tt0468569,tt2188671,tt0411008,tt1345836
nm0004802	Linda Cardellini	1975	\N	actress,soundtrack	tt0250494,tt2395427,tt0388795,tt0267913
nm0004803	Amie Carey	\N	\N	actress	tt0143113,tt0129884,tt0283347,tt0120238
nm0004804	Drew Carey	1958	\N	actor,writer,producer	tt0111945,tt0106598,tt0810913,tt0358082
nm0004805	Adam Carolla	1964	\N	writer,producer,actor	tt0202741,tt0814130,tt3110770,tt1772341
nm0004806	Charisma Carpenter	1970	\N	actress,producer,soundtrack	tt1764651,tt0162065,tt0118276,tt1320253
nm0004807	Gabriel Carpenter	1977	\N	actor	tt0164114,tt0247081,tt0108876,tt0200027
nm0004808	Lisa Nicole Carson	1969	\N	actress,soundtrack	tt0108757,tt0123964,tt0118254,tt0110186
nm0004809	Aaron Carter	1987	\N	soundtrack,actor,producer	tt0426550,tt0268397,tt0247638,tt0288045
nm0004810	Chris Carter	1956	\N	writer,producer,director	tt0106179,tt0443701,tt0115270,tt0120902
nm0004811	Deana Carter	1966	\N	actress,soundtrack,music_department	tt0118617,tt0118375,tt1298649,tt0286493
nm0004812	Lynda Carter	1951	\N	actress,soundtrack,producer	tt0247745,tt0405325,tt0377818,tt0074074
nm0004813	Nancy Cartwright	1957	\N	actress,soundtrack,producer	tt0096697,tt0089153,tt0120685,tt0462538
nm0004814	Jessica Cauffiel	1976	\N	actress,producer,writer	tt0338466,tt0372237,tt0250494,tt0412080
nm0004815	Christine Cavanaugh	1963	2014	actress,soundtrack	tt0116695,tt0112431,tt0106140,tt0115157
nm0004816	Lumi Cavazos	1968	\N	actress	tt0103994,tt0163983,tt0115734,tt0857255
nm0004817	Matt Cedeño	1973	\N	actor	tt3843168,tt2226342,tt3281796
nm0004818	Jo Champa	1968	\N	actress	tt0102614,tt0112022,tt1421051,tt0112883
nm0004819	Charo	1951	\N	actress,soundtrack,miscellaneous	tt0063696,tt0078740,tt0111419,tt1819509
nm0004820	Morris Chestnut	1969	\N	actor,producer,director	tt0114781,tt0101507,tt0366174,tt1650554
nm0004821	Michael Chiklis	1963	\N	actor,producer,director	tt0120667,tt1904996,tt0486576,tt0286486
nm0004822	Melanie C	1974	\N	soundtrack,actress,music_department	tt0286499,tt0120185,tt1489889,tt0408839
nm0004823	Scarlett Chorvat	1972	\N	actress	tt0281865,tt1196134,tt0364725,tt0218864
nm0004824	China Chow	1974	\N	actress,producer	tt0192111,tt0120609,tt0283003,tt0384833
nm0004825	Emmanuelle Chriqui	1975	\N	actress,producer	tt0960144,tt0348333,tt0214388,tt0295700
nm0004826	Helena Christensen	1968	\N	actress	tt1773292,tt0110907,tt1365471,tt0424789
nm0004827	Eddie Cibrian	1973	\N	actor	tt0402901,tt0118484,tt2083355,tt0197182
nm0004828	Cisco	\N	\N	actor	tt0456291,tt1071161,tt0155877
nm0004829	Spencer Treat Clark	1987	\N	actor,producer	tt0327056,tt2364582,tt0172495,tt5574490
nm0004830	Tamara Clatterbuck	1963	\N	actress	tt0069658,tt0117603,tt0452046,tt0058796
nm0004831	Natalie Cole	1950	2015	soundtrack,actress,music_department	tt0096061,tt0100405,tt0305357,tt0316732
nm0004832	Paula Cole	1968	\N	soundtrack,actress,music_department	tt0230838,tt0119668,tt0120632,tt0146336
nm0004833	Gary Collins	1938	2012	actor,writer	tt0065377,tt0075503,tt0080836,tt0068132
nm0004834	Stephen Collins	1947	\N	actor,soundtrack,director	tt0450259,tt0079945,tt0116313,tt0115083
nm0004835	Sean 'Diddy' Combs	1969	\N	soundtrack,producer,actor	tt1226229,tt0285742,tt0120685,tt0172156
nm0004836	Brian Connolly	\N	\N	actor	tt0089200,tt1933790
nm0004837	Richard Cook	\N	\N	actor,writer	tt0284426,tt0193254
nm0004838	Martha Coolidge	1946	\N	director,producer,writer	tt0089886,tt0172348,tt0086525,tt0102753
nm0004839	Coolio	1963	\N	music_department,soundtrack,actor	tt0990407,tt0112792,tt1980209,tt0287978
nm0004840	Alice Cooper	1948	\N	soundtrack,actor,composer	tt1877832,tt0105793,tt1077368,tt0093777
nm0004841	Stewart Copeland	1952	\N	composer,music_department,soundtrack	tt0181984,tt0102034,tt0158983,tt0086216
nm0004842	Billy Corgan	1967	\N	soundtrack,music_department,composer	tt0118688,tt0117438,tt0418279,tt0145531
nm0004843	Don Cornelius	1936	2012	writer,producer,actor	tt0202409,tt0144528,tt0096223,tt0161194
nm0004844	Dan Cortese	1967	\N	actor,soundtrack,director	tt0491661,tt0106697,tt0114202,tt0321018
nm0004845	Elvis Costello	1954	\N	soundtrack,actor,producer	tt0120185,tt0145660,tt0415306,tt0159365
nm0004846	Marisa Coughlan	1974	\N	actress,writer,producer	tt0133046,tt0240515,tt0247745,tt0265591
nm0004847	Walter Cronkite	1916	2009	actor,editorial_department,producer	tt0337550,tt0108526,tt0398443,tt0065314
nm0004848	Cathy Lee Crosby	1944	\N	actress,producer,executive	tt0217979,tt0079027,tt0105151,tt0072419
nm0004849	David Crosby	1941	\N	soundtrack,actor,music_department	tt0101393,tt0165854,tt1193138,tt0102057
nm0004850	Alexis Cruz	1974	\N	actor	tt0111282,tt0805666,tt0123324,tt0108968
nm0004851	Penélope Cruz	1974	\N	actress,soundtrack,producer	tt0259711,tt0441909,tt0497465,tt1298650
nm0004852	Jane Curtin	1947	\N	actress,soundtrack	tt0115082,tt0106598,tt0086742,tt1155056
nm0004853	Julie Cypher	1964	\N	assistant_director,director	tt0816420,tt0094027,tt0111397,tt0099578
nm0004854	Billy Ray Cyrus	1961	\N	actor,soundtrack,writer	tt1114677,tt0166924,tt0493093,tt1273678
nm0004855	Mike D	1965	\N	soundtrack,actor,composer	tt2660888,tt0433035,tt0796366,tt1408101
nm0004856	Carson Daly	1973	\N	producer,actor,music_department	tt0261983,tt0167735,tt0236348,tt1839337
nm0004857	Tim Daly	1956	\N	actor,producer,director	tt0098948,tt2027128,tt0264395,tt0247097
nm0004858	Patrika Darbo	1948	\N	actress,producer,director	tt0112431,tt0058796,tt0120179,tt0096734
nm0004859	Dana Daurey	1976	\N	actress	tt0112206,tt0177991,tt0437745,tt1714204
nm0004860	Clive Davis	1932	\N	soundtrack,producer,music_department	tt0363547,tt5463162,tt0280486,tt0800241
nm0004861	Josie Davis	1973	\N	actress,producer,writer	tt0098749,tt5360018,tt0086681,tt2997244
nm0004862	Kristin Davis	1965	\N	actress,producer,soundtrack	tt1397514,tt0159206,tt1000774,tt1261945
nm0004863	Marvin Davis	1931	2005	actor	tt0037465,tt0127416,tt0031381,tt0038908
nm0004864	Nancy Reagan	1921	2016	actress	tt0042952,tt0050500,tt0041327,tt0043852
nm0004865	Taylor Dayne	1962	\N	actress,soundtrack,composer	tt0111143,tt0306841,tt0756621,tt0101921
nm0004866	Amanda De Cadenet	1972	\N	actress,producer	tt0113101,tt0120620,tt0119098,tt0106440
nm0004867	James DeBello	1980	\N	actor,soundtrack	tt0163651,tt0303816,tt0165710,tt0257106
nm0004868	Majandra Delfino	1981	\N	actress,soundtrack	tt1055292,tt0120550,tt0212235,tt0201391
nm0004869	Pepa	1969	\N	actress,producer,soundtrack	tt0112697,tt0116707,tt0115783,tt1431045
nm0004870	Paula Devicq	1965	\N	actress	tt1764183,tt0381798,tt1820742,tt1400335
nm0004871	Neil Diamond	1941	\N	soundtrack,music_department,actor	tt0115639,tt0070248,tt0080948,tt0274812
nm0004872	Don Diamont	1962	\N	actor,stunts	tt0069658,tt0305224,tt0110399,tt0126411
nm0004873	Andy Dick	1965	\N	actor,producer,writer	tt0215129,tt0424993,tt0141369,tt0110950
nm0004874	Vin Diesel	1967	\N	producer,actor,director	tt0232500,tt2820852,tt0295701,tt2015381
nm0004875	Taye Diggs	1971	\N	actor,producer,soundtrack	tt0294870,tt0299658,tt0238380,tt0185371
nm0004876	Dishwalla	\N	\N	soundtrack,actor,music_department	tt0163651,tt0368479,tt0306947,tt0124298
nm0004877	Roy Edward Disney	1930	2009	producer,writer,director	tt0070422,tt0088814,tt0046593,tt0120910
nm0004878	Kevin Dobson	1943	\N	actor,director	tt0450385,tt0069599,tt0078638,tt0074899
nm0004879	Snoop Dogg	1971	\N	actor,soundtrack,producer	tt1860353,tt0139654,tt2848292,tt0335438
nm0004880	Micky Dolenz	1945	\N	actor,producer,director	tt0060010,tt0373883,tt0999913,tt0063049
nm0004881	Plácido Domingo	1941	\N	actor,soundtrack,music_department	tt0116477,tt2262227,tt0203009,tt1450321
nm0004882	Phil Donahue	1935	\N	actor,producer,director	tt1272033,tt1068634,tt0065335,tt0106004
nm0004883	Tate Donovan	1963	\N	actor,director,soundtrack	tt1024648,tt0822854,tt0102343,tt0119282
nm0004884	Roma Downey	1960	\N	actress,producer,executive	tt2245988,tt3210686,tt2638144,tt0108968
nm0004885	Fred Dryer	1946	\N	actor,producer,writer	tt0361192,tt0342546,tt0112039,tt0086734
nm0004886	Bill Duke	1943	\N	director,actor,producer	tt0376994,tt0242445,tt0093773,tt0088944
nm0004887	Nora Dunn	1952	\N	actress,soundtrack,writer	tt0315327,tt0120188,tt0910936,tt0405336
nm0004888	Debbe Dunning	1966	\N	actress,animation_department,miscellaneous	tt0859215,tt0312324,tt0116861,tt0101120
nm0004889	Jermaine Dupri	1972	\N	soundtrack,composer,actor	tt0181316,tt0112442,tt0208003,tt0308506
nm0004890	Fred Durst	1970	\N	soundtrack,actor,director	tt0783515,tt0196229,tt0433035,tt0146675
nm0004891	John Dye	1963	2011	actor,director,producer	tt0108968,tt0103449,tt0092717,tt0092468
nm0004892	Kenneth 'Babyface' Edmonds	1958	\N	soundtrack,music_department,composer	tt0114885,tt0112442,tt0097428,tt0120794
nm0004893	Hallie Eisenberg	1992	\N	actress,soundtrack	tt0182789,tt0210567,tt0125454,tt0140352
nm0004894	Michael Eisner	1942	\N	producer,writer,executive	tt1002670,tt1230487,tt2309979,tt1355237
nm0004895	David James Elliott	1960	\N	actor,director,producer	tt0112022,tt1415244,tt3203606,tt0106165
nm0004896	Eminem	1972	\N	soundtrack,actor,composer	tt1201167,tt0306685,tt0298203,tt1596343
nm0004897	John Enos III	1962	\N	actor,writer	tt0183649
nm0004898	Omar Epps	1973	\N	actor,music_department,producer	tt0199725,tt0412142,tt0113305,tt0219653
nm0004899	Ethan Erickson	1973	\N	actor	tt0118276,tt1783732,tt0395843,tt0155776
nm0004900	Rob Estes	1963	\N	actor,director	tt1225901,tt0103491,tt0101198
nm0004901	Esther Cañadas	1977	\N	actress	tt0236195,tt0155267,tt0257231,tt0404513
nm0004902	Melissa Etheridge	1961	\N	soundtrack,actress,composer	tt0497116,tt0105810,tt0113845,tt0118972
nm0004903	Kevin Eubanks	1957	\N	music_department,soundtrack,actor	tt0201694,tt0485842,tt0460810,tt0176318
nm0004904	Angie Everhart	1969	\N	actress,producer	tt0810922,tt0297012,tt0107362,tt1294144
nm0004905	Ava Fabian	1962	\N	actress	tt0248742,tt0102940,tt0092925,tt0266195
nm0004906	Peter Facinelli	1973	\N	actor,director,producer	tt1099212,tt1324999,tt1673434
nm0004907	Donald Fagen	1948	\N	soundtrack,composer,music_department	tt0181875,tt0183505,tt0429493,tt0790736
nm0004908	Edie Falco	1963	\N	actress,soundtrack,casting_director	tt0286179,tt0141842,tt1190689,tt0496424
nm0004909	Joey Fatone	1977	\N	producer,actor,soundtrack	tt0259446,tt3760922,tt0279286,tt0204946
nm0004910	David Faustino	1974	\N	actor,writer,producer	tt1674771,tt3830016,tt1372191
nm0004911	Angela Featherstone	1965	\N	actress	tt0118880,tt0218619,tt0120888,tt0113024
nm0004912	Oded Fehr	1970	\N	actor	tt0209163,tt0432021,tt0318627,tt0120616
nm0004913	José Feliciano	1945	\N	soundtrack,actor,composer	tt0363988,tt0203009,tt0443706,tt0116282
nm0004914	Fergie	1975	\N	soundtrack,actress,composer	tt0875034,tt0462322,tt0409182,tt1077258
nm0004915	Giselle Fernandez	1961	\N	actress,producer,director	tt0302640,tt0291766,tt0359225,tt0120885
nm0004916	Conchata Ferrell	1943	\N	actress,soundtrack	tt3850590,tt0195685,tt0099487,tt0369179
nm0004917	Kim Fields	1969	\N	actress,director,producer	tt0106056,tt0077053,tt1586265,tt0078610
nm0004918	Danielle Fishel	1981	\N	actress,producer,director	tt2543796,tt0362511,tt0105958,tt2591692
nm0004919	Denielle Fisher Johnson	\N	\N	actress	tt1723121,tt0106123,tt2776704,tt2477230
nm0004920	Frances Fisher	1952	\N	actress,camera_department	tt0120338,tt0139668,tt0478134,tt0105695
